pdb_path	finalscore	n_events	error
non_preferred_rotamer_muOR_6QZH_binder_renum_0283.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0293.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0294.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0288.pdb	9.0	14	
non_preferred_rotamer_muOR_6QZH_binder_renum_0296.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0300.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0302.pdb	5.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0298.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0301.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0303.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0305.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0307.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0306.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0309.pdb	2.5	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0311.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0314.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0315.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0320.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0317.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0318.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0321.pdb	4.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0328.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0322.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0329.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0323.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0334.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0330.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0332.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0331.pdb	5.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0336.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0335.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0338.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0337.pdb	7.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0341.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0340.pdb	4.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0342.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0339.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0344.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0347.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0343.pdb	4.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0349.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0350.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0348.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0351.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0353.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0355.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0354.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0357.pdb	3.0	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0358.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0360.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0359.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0361.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0362.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0365.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0363.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0368.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0364.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0369.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0366.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0370.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0374.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0375.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0376.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0382.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0383.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0377.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0384.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0378.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0385.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0389.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0386.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0391.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0392.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0393.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0397.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0396.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0398.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0402.pdb	3.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0401.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0404.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0408.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0407.pdb	4.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0411.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0413.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0414.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0415.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0416.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0417.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0423.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0425.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0418.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0421.pdb	7.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0426.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0428.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0427.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0432.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0434.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0430.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0435.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0436.pdb	3.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0433.pdb	12.0	17	
non_preferred_rotamer_muOR_6QZH_binder_renum_0438.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0437.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0439.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0442.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0444.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0445.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0449.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0447.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0452.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0450.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0456.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0454.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0455.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0457.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0461.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0460.pdb	7.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0463.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0464.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0467.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0466.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0470.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0472.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0473.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0474.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0478.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0475.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0480.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0481.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0484.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0485.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0486.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0487.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0490.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0489.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0492.pdb	8.0	13	
non_preferred_rotamer_muOR_6QZH_binder_renum_0491.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0493.pdb	5.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0495.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0494.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0496.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0497.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0498.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0500.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0499.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0503.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0506.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0507.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0508.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0509.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0511.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0510.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0512.pdb	8.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0514.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0516.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0517.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0518.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0519.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0520.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0522.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0524.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0525.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0526.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0531.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0527.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0528.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0532.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0535.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0536.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0534.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0538.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0543.pdb	7.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0542.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0540.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0544.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0548.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0546.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0549.pdb	2.5	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0551.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0554.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0555.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0552.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0556.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0557.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0559.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0563.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0564.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0567.pdb	7.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0566.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0568.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0569.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0570.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0572.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0571.pdb	7.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0573.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0575.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0574.pdb	8.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0579.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0578.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0580.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0581.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0582.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0584.pdb	7.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0585.pdb	6.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0586.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0587.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0589.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0588.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0590.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0592.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0596.pdb	3.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0599.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0598.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0600.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0602.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0603.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0604.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0606.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0601.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0609.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0610.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0608.pdb	8.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0611.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0618.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0613.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0612.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0615.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0620.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0621.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0622.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0627.pdb	8.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0623.pdb	4.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0626.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0625.pdb	8.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0628.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0629.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0631.pdb	7.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0630.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0633.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0632.pdb	3.0	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0634.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0636.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0635.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0637.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0639.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0638.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0640.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0643.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0645.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0646.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0648.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0647.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0649.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0650.pdb	6.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0652.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0651.pdb	8.0	13	
non_preferred_rotamer_muOR_6QZH_binder_renum_0657.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0653.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0655.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0656.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0658.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0660.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0663.pdb	5.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0665.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0661.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0664.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0668.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0666.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0669.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0670.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0672.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0673.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0675.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0676.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0677.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0679.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0681.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0682.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0683.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0696.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0691.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0687.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0698.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0705.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0704.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0706.pdb	3.0	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0712.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0707.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0709.pdb	2.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0716.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0719.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0715.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0710.pdb	7.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0721.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0725.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0726.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0731.pdb	5.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0732.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0733.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0734.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0735.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0736.pdb	8.5	15	
non_preferred_rotamer_muOR_6QZH_binder_renum_0738.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0741.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0737.pdb	5.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0743.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0744.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0746.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0742.pdb	8.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0747.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0750.pdb	6.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0751.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0758.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0752.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0759.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0753.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0754.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0763.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0764.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0773.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0769.pdb	3.0	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0770.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0776.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0765.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0775.pdb	6.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0777.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0778.pdb	6.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0781.pdb	7.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0784.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0785.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0779.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0782.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0786.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0788.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0789.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0793.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0797.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0795.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0796.pdb	7.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0799.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0800.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0801.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0804.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0802.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0806.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0810.pdb	3.5	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0803.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0807.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0809.pdb	7.0	11	
