basename	pdb_path	dG_separated	sc_value	Holes	pack_stat	dSASA_int	delta_unsatHbonds	packing_finalscore	packing_n_events	packing_status	packing_error	rosetta_parse_note
Cluster_0_muOR_6QZH_0532_2.pdb	Cluster_0_muOR_6QZH_0532_2.pdb	-46.9066	0.574168	1.26502	0.485152	2043.25	3	4.0	6	ok		
Cluster_0_muOR_6QZH_0563.pdb	Cluster_0_muOR_6QZH_0563.pdb	-54.5242	0.555855	1.12476	0.428339	2301.1	2	4.0	5	ok		
Cluster_0_muOR_6QZH_0563_2.pdb	Cluster_0_muOR_6QZH_0563_2.pdb	-54.5242	0.555855	1.12476	0.428339	2301.1	2	4.0	5	ok		
Cluster_0_muOR_6QZH_0582.pdb	Cluster_0_muOR_6QZH_0582.pdb	-57.0817	0.641593	0.946545	0.471501	2366.59	6	4.0	5	ok		
Cluster_0_muOR_6QZH_0582_2.pdb	Cluster_0_muOR_6QZH_0582_2.pdb	-57.0817	0.641593	0.946545	0.471501	2366.59	6	4.0	5	ok		
Cluster_0_muOR_6QZH_0609.pdb	Cluster_0_muOR_6QZH_0609.pdb	-56.7259	0.543047	1.39741	0.530448	2198.52	1	4.0	5	ok		
Cluster_0_muOR_6QZH_0609_2.pdb	Cluster_0_muOR_6QZH_0609_2.pdb	-56.7259	0.543047	1.39741	0.530448	2198.52	1	4.0	5	ok		
Cluster_0_muOR_6QZH_0705.pdb	Cluster_0_muOR_6QZH_0705.pdb	-49.9196	0.54818	1.31577	0.473182	2029.08	3	4.0	6	ok		
Cluster_0_muOR_6QZH_0738.pdb	Cluster_0_muOR_6QZH_0738.pdb	-58.1416	0.553724	1.22541	0.465287	2289.47	1	4.0	5	ok		
Cluster_0_muOR_6QZH_0862.pdb	Cluster_0_muOR_6QZH_0862.pdb	-49.9667	0.553374	1.35419	0.421819	1964.81	4	4.0	6	ok		
Cluster_0_muOR_6QZH_0895.pdb	Cluster_0_muOR_6QZH_0895.pdb	-51.8024	0.563841	1.28369	0.473815	1995.74	6	4.0	6	ok		
Cluster_1_muOR_6QZH_0003.pdb	Cluster_1_muOR_6QZH_0003.pdb	-51.9057	0.507257	1.41746	0.459065	2200.39	3	4.0	5	ok		
Cluster_1_muOR_6QZH_0073.pdb	Cluster_1_muOR_6QZH_0073.pdb	-64.4736	0.580037	1.18331	0.4676	2213.14	1	4.0	5	ok		
Cluster_1_muOR_6QZH_0211.pdb	Cluster_1_muOR_6QZH_0211.pdb	-43.0826	0.543432	1.29396	0.488039	2107.01	4	4.0	6	ok		
Cluster_1_muOR_6QZH_0246.pdb	Cluster_1_muOR_6QZH_0246.pdb	-49.8709	0.562972	1.28884	0.576976	2046.46	3	4.0	6	ok		
Cluster_1_muOR_6QZH_0280.pdb	Cluster_1_muOR_6QZH_0280.pdb	-55.4981	0.524565	1.47308	0.399573	2150.97	3	4.0	5	ok		
Cluster_1_muOR_6QZH_0325.pdb	Cluster_1_muOR_6QZH_0325.pdb	-54.2283	0.52775	1.44109	0.473968	2150.69	1	4.0	6	ok		
Cluster_1_muOR_6QZH_0375.pdb	Cluster_1_muOR_6QZH_0375.pdb	-47.3347	0.484567	1.371	0.433607	1981.16	1	4.0	5	ok		
Cluster_1_muOR_6QZH_0381.pdb	Cluster_1_muOR_6QZH_0381.pdb	-50.0428	0.510914	1.36392	0.454981	2179.73	1	4.0	4	ok		
Cluster_1_muOR_6QZH_0453.pdb	Cluster_1_muOR_6QZH_0453.pdb	-49.399	0.579857	1.35267	0.455336	2185.73	1	4.0	5	ok		
Cluster_1_muOR_6QZH_0623.pdb	Cluster_1_muOR_6QZH_0623.pdb	-40.8706	0.552017	1.29083	0.492249	2086.44	2	4.0	7	ok		
Cluster_2_muOR_6QZH_0043.pdb	Cluster_2_muOR_6QZH_0043.pdb	-60.4529	0.599165	1.12929	0.457257	2249.94	2	4.0	7	ok		
Cluster_2_muOR_6QZH_0043_2.pdb	Cluster_2_muOR_6QZH_0043_2.pdb	-60.4529	0.599165	1.12929	0.457257	2249.94	2	4.0	7	ok		
Cluster_2_muOR_6QZH_0119.pdb	Cluster_2_muOR_6QZH_0119.pdb	-64.2947	0.648817	0.988814	0.492234	2366.72	2	4.0	5	ok		
Cluster_2_muOR_6QZH_0119_2.pdb	Cluster_2_muOR_6QZH_0119_2.pdb	-64.2947	0.648817	0.988814	0.492234	2366.72	2	4.0	5	ok		
Cluster_2_muOR_6QZH_0188.pdb	Cluster_2_muOR_6QZH_0188.pdb	-52.7659	0.596938	1.07621	0.429908	2377.24	3	4.0	5	ok		
Cluster_2_muOR_6QZH_0469.pdb	Cluster_2_muOR_6QZH_0469.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
Cluster_2_muOR_6QZH_0469_2.pdb	Cluster_2_muOR_6QZH_0469_2.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
Cluster_2_muOR_6QZH_0811.pdb	Cluster_2_muOR_6QZH_0811.pdb	-56.8	0.619312	0.978168	0.407835	2340.01	3	4.0	4	ok		
Cluster_3_muOR_6QZH_0043.pdb	Cluster_3_muOR_6QZH_0043.pdb	-60.4529	0.599165	1.12929	0.457257	2249.94	2	4.0	7	ok		
Cluster_3_muOR_6QZH_0119.pdb	Cluster_3_muOR_6QZH_0119.pdb	-64.2947	0.648817	0.988814	0.492234	2366.72	2	4.0	5	ok		
Cluster_3_muOR_6QZH_0188.pdb	Cluster_3_muOR_6QZH_0188.pdb	-52.7659	0.596938	1.07621	0.429908	2377.24	3	4.0	5	ok		
Cluster_3_muOR_6QZH_0205.pdb	Cluster_3_muOR_6QZH_0205.pdb	-49.4133	0.546782	1.33378	0.365975	2034.3	2	4.0	6	ok		
Cluster_3_muOR_6QZH_0246.pdb	Cluster_3_muOR_6QZH_0246.pdb	-49.8709	0.562972	1.28884	0.576976	2046.46	3	4.0	6	ok		
Cluster_3_muOR_6QZH_0253.pdb	Cluster_3_muOR_6QZH_0253.pdb	-46.253	0.547918	1.35463	0.381381	2027.46	4	4.0	6	ok		
Cluster_3_muOR_6QZH_0314.pdb	Cluster_3_muOR_6QZH_0314.pdb	-53.5539	0.55806	1.40943	0.434642	1993.72	2	4.0	6	ok		
Cluster_3_muOR_6QZH_0469.pdb	Cluster_3_muOR_6QZH_0469.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
Cluster_3_muOR_6QZH_0483.pdb	Cluster_3_muOR_6QZH_0483.pdb	-44.3522	0.474189	1.52902	0.393881	2055.54	2	4.0	5	ok		
Cluster_4_muOR_6QZH_0006.pdb	Cluster_4_muOR_6QZH_0006.pdb	-51.3371	0.59224	1.32933	0.498908	1908.68	2	4.0	6	ok		
Cluster_4_muOR_6QZH_0006_2.pdb	Cluster_4_muOR_6QZH_0006_2.pdb	-51.3371	0.59224	1.32933	0.498908	1908.68	2	4.0	6	ok		
Cluster_4_muOR_6QZH_0035.pdb	Cluster_4_muOR_6QZH_0035.pdb	-49.4521	0.536963	1.34174	0.38617	2023.46	3	4.0	6	ok		
Cluster_4_muOR_6QZH_0092.pdb	Cluster_4_muOR_6QZH_0092.pdb	-45.6446	0.55028	1.29119	0.489038	1995.64	5	4.0	6	ok		
Cluster_4_muOR_6QZH_0205.pdb	Cluster_4_muOR_6QZH_0205.pdb	-49.4133	0.546782	1.33378	0.365975	2034.3	2	4.0	6	ok		
Cluster_4_muOR_6QZH_0253.pdb	Cluster_4_muOR_6QZH_0253.pdb	-46.253	0.547918	1.35463	0.381381	2027.46	4	4.0	6	ok		
Cluster_4_muOR_6QZH_0314.pdb	Cluster_4_muOR_6QZH_0314.pdb	-53.5539	0.55806	1.40943	0.434642	1993.72	2	4.0	6	ok		
Cluster_4_muOR_6QZH_0315.pdb	Cluster_4_muOR_6QZH_0315.pdb	-45.0675	0.557021	1.28168	0.44724	2002.87	5	4.0	6	ok		
Cluster_4_muOR_6QZH_0340.pdb	Cluster_4_muOR_6QZH_0340.pdb	-47.2642	0.576153	1.1347	0.425262	2194.86	4	4.0	7	ok		
Cluster_4_muOR_6QZH_0375.pdb	Cluster_4_muOR_6QZH_0375.pdb	-47.3347	0.484567	1.371	0.433607	1981.16	1	4.0	5	ok		
Cluster_4_muOR_6QZH_0483.pdb	Cluster_4_muOR_6QZH_0483.pdb	-44.3522	0.474189	1.52902	0.393881	2055.54	2	4.0	5	ok		
Cluster_4_muOR_6QZH_0506.pdb	Cluster_4_muOR_6QZH_0506.pdb	-45.5433	0.556543	1.21836	0.489017	2064.79	7	4.0	6	ok		
Cluster_4_muOR_6QZH_0681.pdb	Cluster_4_muOR_6QZH_0681.pdb	-46.3908	0.541875	1.36185	0.362803	2062.87	1	4.0	5	ok		
Cluster_5_muOR_6QZH_0006.pdb	Cluster_5_muOR_6QZH_0006.pdb	-51.3371	0.59224	1.32933	0.498908	1908.68	2	4.0	6	ok		
Cluster_5_muOR_6QZH_0035.pdb	Cluster_5_muOR_6QZH_0035.pdb	-49.4521	0.536963	1.34174	0.38617	2023.46	3	4.0	6	ok		
Cluster_5_muOR_6QZH_0092.pdb	Cluster_5_muOR_6QZH_0092.pdb	-45.6446	0.55028	1.29119	0.489038	1995.64	5	4.0	6	ok		
Cluster_5_muOR_6QZH_0211.pdb	Cluster_5_muOR_6QZH_0211.pdb	-43.0826	0.543432	1.29396	0.488039	2107.01	4	4.0	6	ok		
Cluster_5_muOR_6QZH_0315.pdb	Cluster_5_muOR_6QZH_0315.pdb	-45.0675	0.557021	1.28168	0.44724	2002.87	5	4.0	6	ok		
Cluster_5_muOR_6QZH_0340.pdb	Cluster_5_muOR_6QZH_0340.pdb	-47.2642	0.576153	1.1347	0.425262	2194.86	4	4.0	7	ok		
Cluster_5_muOR_6QZH_0506.pdb	Cluster_5_muOR_6QZH_0506.pdb	-45.5433	0.556543	1.21836	0.489017	2064.79	7	4.0	6	ok		
Cluster_5_muOR_6QZH_0732.pdb	Cluster_5_muOR_6QZH_0732.pdb	-50.1308	0.558548	1.32332	0.512443	2024.92	3	4.0	6	ok		
Cluster_6_muOR_6QZH_0073.pdb	Cluster_6_muOR_6QZH_0073.pdb	-64.4736	0.580037	1.18331	0.4676	2213.14	1	4.0	5	ok		
Cluster_6_muOR_6QZH_0280.pdb	Cluster_6_muOR_6QZH_0280.pdb	-55.4981	0.524565	1.47308	0.399573	2150.97	3	4.0	5	ok		
Cluster_6_muOR_6QZH_0682.pdb	Cluster_6_muOR_6QZH_0682.pdb	-46.9364	0.523155	1.30638	0.467896	1934.66	3	4.0	6	ok		
cluster_represent_muOR_6QZH_0469.pdb	cluster_represent_muOR_6QZH_0469.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
new_backbone_good_muOR_6QZH_0469.pdb	new_backbone_good_muOR_6QZH_0469.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0035.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0035.pdb	-49.4521	0.536963	1.34174	0.38617	2023.46	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0046.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0046.pdb	-43.0645	0.529391	1.4798	0.42062	2126.27	2	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0071.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0071.pdb	-41.1133	0.498938	1.35421	0.572339	2103.06	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0092.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0092.pdb	-45.6446	0.55028	1.29119	0.489038	1995.64	5	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0124.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0124.pdb	-41.1128	0.498938	1.35421	0.449217	2103.06	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0155.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0155.pdb	-57.009	0.573724	1.06839	0.413262	2299.54	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0163.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0163.pdb	-41.1133	0.498938	1.35421	0.402478	2103.06	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0181.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0181.pdb	-50.018	0.540206	1.30299	0.48999	2021.5	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0188.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0188.pdb	-52.7659	0.596938	1.07621	0.429908	2377.24	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0196.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0196.pdb	-48.7706	0.525912	1.44253	0.459728	2067.33	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0205.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0205.pdb	-49.4133	0.546782	1.33378	0.365975	2034.3	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0211.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0211.pdb	-43.0826	0.543432	1.29396	0.488039	2107.01	4	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0235.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0235.pdb	-49.0929	0.522985	1.2951	0.448682	2285.01	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0239.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0239.pdb	-45.5717	0.513668	1.28898	0.470997	2063.69	4	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0245.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0245.pdb	-46.7142	0.552233	1.33641	0.471642	2157.98	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0246.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0246.pdb	-49.8709	0.562972	1.28884	0.576976	2046.46	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0253.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0253.pdb	-46.253	0.547918	1.35463	0.381381	2027.46	4	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0277.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0277.pdb	-41.7055	0.498148	1.53888	0.420784	2059.05	3	4.0	4	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0280.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0280.pdb	-55.4981	0.524565	1.47308	0.399573	2150.97	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0290.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0290.pdb	-45.5387	0.520405	1.4003	0.469685	2212.63	4	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0307.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0307.pdb	-49.3427	0.537534	1.37271	0.447136	2044.32	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0314.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0314.pdb	-53.5539	0.55806	1.40943	0.434642	1993.72	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0315.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0315.pdb	-45.0675	0.557021	1.28168	0.44724	2002.87	5	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0320.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0320.pdb	-49.9362	0.550822	1.3565	0.425014	2059.13	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0340.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0340.pdb	-47.2642	0.576153	1.1347	0.425262	2194.86	4	4.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0343.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0343.pdb	-53.44	0.646889	0.895702	0.511042	2392.79	4	4.0	8	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0360.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0360.pdb	-57.1976	0.562951	1.07223	0.461275	2354.5	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0375.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0375.pdb	-47.3347	0.484567	1.371	0.433607	1981.16	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0407.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0407.pdb	-56.3556	0.620376	1.08321	0.483152	2143.9	7	4.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0427.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0427.pdb	-55.6179	0.565032	1.06256	0.554546	2285.64	2	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0463.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0463.pdb	-50.8323	0.564932	1.33984	0.462431	2070.9	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0490.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0490.pdb	-45.2088	0.473084	1.38459	0.452539	2290.83	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0498.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0498.pdb	-49.2824	0.537757	1.36089	0.440961	2033.46	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0506.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0506.pdb	-45.5433	0.556543	1.21836	0.489017	2064.79	7	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0531.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0531.pdb	-49.3432	0.549321	1.34443	0.45881	2036.17	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0532.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0532.pdb	-46.9066	0.574168	1.26502	0.485152	2043.25	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0535.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0535.pdb	-45.4662	0.504031	1.32972	0.44073	2061.28	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0548.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0548.pdb	-44.9549	0.475	1.35883	0.392896	2020.7	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0556.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0556.pdb	-50.9815	0.551658	1.32976	0.521942	2011.37	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0563.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0563.pdb	-54.5242	0.555855	1.12476	0.428339	2301.1	2	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0582.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0582.pdb	-57.0817	0.641593	0.946545	0.471501	2366.59	6	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0609.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0609.pdb	-56.7259	0.543047	1.39741	0.530448	2198.52	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0613.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0613.pdb	-46.2193	0.555518	1.22276	0.43123	2005.88	4	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0623.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0623.pdb	-40.8706	0.552017	1.29083	0.492249	2086.44	2	4.0	7	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0638.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0638.pdb	-50.0904	0.557346	1.32857	0.445208	2030.44	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0670.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0670.pdb	-50.0895	0.532261	1.35267	0.433643	2017.2	5	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0673.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0673.pdb	-41.1128	0.498938	1.35421	0.446427	2103.06	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0681.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0681.pdb	-46.3908	0.541875	1.36185	0.362803	2062.87	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0682.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0682.pdb	-46.9364	0.523155	1.30638	0.467896	1934.66	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0705.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0705.pdb	-49.9196	0.54818	1.31577	0.473182	2029.08	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0721.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0721.pdb	-48.669	0.551865	1.32113	0.433978	2068.34	4	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0725.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0725.pdb	-46.5993	0.551975	1.34065	0.447046	2120.83	3	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0732.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0732.pdb	-50.1308	0.558548	1.32332	0.512443	2024.92	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0738.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0738.pdb	-58.1416	0.553724	1.22541	0.465287	2289.47	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0758.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0758.pdb	-49.4588	0.550351	1.33876	0.489782	2047.93	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0782.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0782.pdb	-48.1074	0.542347	1.18483	0.443365	2274.43	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0785.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0785.pdb	-57.3976	0.617071	1.0196	0.431527	2349.98	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0789.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0789.pdb	-50.9827	0.5477	1.20235	0.428122	2016.89	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0793.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0793.pdb	-50.5007	0.563167	1.13137	0.489396	2179.34	6	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0836.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0836.pdb	-45.1154	0.526896	1.46283	0.469758	2089.06	1	4.0	5	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0845.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0845.pdb	-46.2727	0.55592	1.34218	0.497524	1977.8	5	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0866.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0866.pdb	-47.5906	0.508809	1.3824	0.353551	1987.07	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0874.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0874.pdb	-45.2588	0.51656	1.40807	0.449276	2214.08	4	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0903.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0903.pdb	-49.0737	0.542687	1.36397	0.480713	2037.57	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0919.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0919.pdb	-51.6157	0.578358	1.23955	0.463003	2214.01	1	4.0	4	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0931.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0931.pdb	-54.4682	0.559977	1.35444	0.488773	2199.21	0	4.0	4	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0944.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0944.pdb	-49.6172	0.555339	1.33466	0.481557	2038.6	3	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0946.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0946.pdb	-53.4179	0.557024	1.41118	0.477913	1978.22	2	4.0	6	ok		
non_preferred_rotamer_muOR_6QZH_binder_renum_0947.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0947.pdb	-49.3629	0.54355	1.37389	0.463313	2032.36	3	4.0	5	ok		
representives_muOR_6QZH_0469.pdb	representives_muOR_6QZH_0469.pdb	-57.1896	0.620643	1.03499	0.515122	2355.08	2	4.0	5	ok		
res2_2_muOR_6QZH_0046.pdb	res2_2_muOR_6QZH_0046.pdb	-43.0645	0.529391	1.4798	0.42062	2126.27	2	4.0	5	ok		
res2_2_muOR_6QZH_0071.pdb	res2_2_muOR_6QZH_0071.pdb	-41.1133	0.498938	1.35421	0.572339	2103.06	3	4.0	5	ok		
res2_2_muOR_6QZH_0124.pdb	res2_2_muOR_6QZH_0124.pdb	-41.1128	0.498938	1.35421	0.449217	2103.06	3	4.0	5	ok		
res2_2_muOR_6QZH_0134.pdb	res2_2_muOR_6QZH_0134.pdb	-52.1396	0.586592	1.31802	0.410299	1906.4	2	4.0	6	ok		
res2_2_muOR_6QZH_0163.pdb	res2_2_muOR_6QZH_0163.pdb	-41.1133	0.498938	1.35421	0.402478	2103.06	3	4.0	5	ok		
res2_2_muOR_6QZH_0181.pdb	res2_2_muOR_6QZH_0181.pdb	-50.018	0.540206	1.30299	0.48999	2021.5	3	4.0	6	ok		
res2_2_muOR_6QZH_0196.pdb	res2_2_muOR_6QZH_0196.pdb	-48.7706	0.525912	1.44253	0.459728	2067.33	3	4.0	6	ok		
res2_2_muOR_6QZH_0235.pdb	res2_2_muOR_6QZH_0235.pdb	-49.0929	0.522985	1.2951	0.448682	2285.01	2	4.0	6	ok		
res2_2_muOR_6QZH_0239.pdb	res2_2_muOR_6QZH_0239.pdb	-45.5717	0.513668	1.28898	0.470997	2063.69	4	4.0	5	ok		
res2_2_muOR_6QZH_0245.pdb	res2_2_muOR_6QZH_0245.pdb	-46.7142	0.552233	1.33641	0.471642	2157.98	3	4.0	5	ok		
res2_2_muOR_6QZH_0290.pdb	res2_2_muOR_6QZH_0290.pdb	-45.5387	0.520405	1.4003	0.469685	2212.63	4	4.0	6	ok		
res2_2_muOR_6QZH_0307.pdb	res2_2_muOR_6QZH_0307.pdb	-49.3427	0.537534	1.37271	0.447136	2044.32	3	4.0	5	ok		
res2_2_muOR_6QZH_0320.pdb	res2_2_muOR_6QZH_0320.pdb	-49.9362	0.550822	1.3565	0.425014	2059.13	3	4.0	5	ok		
res2_2_muOR_6QZH_0343.pdb	res2_2_muOR_6QZH_0343.pdb	-53.44	0.646889	0.895702	0.511042	2392.79	4	4.0	8	ok		
res2_2_muOR_6QZH_0345.pdb	res2_2_muOR_6QZH_0345.pdb	-59.269	0.580361	1.24134	0.441423	2259.43	4	4.0	6	ok		
