basename	pdb_path	finalscore	n_events	status	error
non_preferred_rotamer_muOR_6QZH_binder_renum_0566.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0566.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0569.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0569.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0570.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0570.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0579.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0579.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0580.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0580.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0581.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0581.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0603.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0603.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0640.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0640.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0646.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0646.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0657.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0657.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0658.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0658.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0661.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0661.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0664.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0664.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0668.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0668.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0676.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0676.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0698.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0698.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0712.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0712.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0747.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0747.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0779.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0779.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0795.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0795.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0801.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0801.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0807.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0807.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0812.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0812.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0818.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0818.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0822.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0822.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0844.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0844.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0847.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0847.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0869.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0869.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0871.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0871.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0906.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0906.pdb	4.5	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0910.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0910.pdb	4.5	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0941.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0941.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0954.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0954.pdb	4.5	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0962.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0962.pdb	4.5	5	ok	
representives_muOR_6QZH_0313.pdb	representives_muOR_6QZH_0313.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0031.pdb	res2_2_muOR_6QZH_0031.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0034.pdb	res2_2_muOR_6QZH_0034.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0054.pdb	res2_2_muOR_6QZH_0054.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0062.pdb	res2_2_muOR_6QZH_0062.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0089.pdb	res2_2_muOR_6QZH_0089.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0110.pdb	res2_2_muOR_6QZH_0110.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0129.pdb	res2_2_muOR_6QZH_0129.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0131.pdb	res2_2_muOR_6QZH_0131.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0142.pdb	res2_2_muOR_6QZH_0142.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0158.pdb	res2_2_muOR_6QZH_0158.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0178.pdb	res2_2_muOR_6QZH_0178.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0180.pdb	res2_2_muOR_6QZH_0180.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0183.pdb	res2_2_muOR_6QZH_0183.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0193.pdb	res2_2_muOR_6QZH_0193.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0311.pdb	res2_2_muOR_6QZH_0311.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0344.pdb	res2_2_muOR_6QZH_0344.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0351.pdb	res2_2_muOR_6QZH_0351.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0356.pdb	res2_2_muOR_6QZH_0356.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0359.pdb	res2_2_muOR_6QZH_0359.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0373.pdb	res2_2_muOR_6QZH_0373.pdb	4.5	7	ok	
res2_2_muOR_6QZH_0385.pdb	res2_2_muOR_6QZH_0385.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0389.pdb	res2_2_muOR_6QZH_0389.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0399.pdb	res2_2_muOR_6QZH_0399.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0408.pdb	res2_2_muOR_6QZH_0408.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0422.pdb	res2_2_muOR_6QZH_0422.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0466.pdb	res2_2_muOR_6QZH_0466.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0475.pdb	res2_2_muOR_6QZH_0475.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0499.pdb	res2_2_muOR_6QZH_0499.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0511.pdb	res2_2_muOR_6QZH_0511.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0514.pdb	res2_2_muOR_6QZH_0514.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0557.pdb	res2_2_muOR_6QZH_0557.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0570.pdb	res2_2_muOR_6QZH_0570.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0579.pdb	res2_2_muOR_6QZH_0579.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0580.pdb	res2_2_muOR_6QZH_0580.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0664.pdb	res2_2_muOR_6QZH_0664.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0668.pdb	res2_2_muOR_6QZH_0668.pdb	4.5	5	ok	
res2_2_muOR_6QZH_0698.pdb	res2_2_muOR_6QZH_0698.pdb	4.5	6	ok	
res2_2_muOR_6QZH_0747.pdb	res2_2_muOR_6QZH_0747.pdb	4.5	5	ok	
res2_3_muOR_6QZH_0054.pdb	res2_3_muOR_6QZH_0054.pdb	4.5	7	ok	
res2_3_muOR_6QZH_0180.pdb	res2_3_muOR_6QZH_0180.pdb	4.5	5	ok	
res2_3_muOR_6QZH_0373.pdb	res2_3_muOR_6QZH_0373.pdb	4.5	7	ok	
res2_3_muOR_6QZH_0420.pdb	res2_3_muOR_6QZH_0420.pdb	4.5	5	ok	
res2_3_muOR_6QZH_0422.pdb	res2_3_muOR_6QZH_0422.pdb	4.5	6	ok	
res2_3_muOR_6QZH_0853.pdb	res2_3_muOR_6QZH_0853.pdb	4.5	6	ok	
res2_3_muOR_6QZH_0868.pdb	res2_3_muOR_6QZH_0868.pdb	4.5	7	ok	
res2_3_muOR_6QZH_0915.pdb	res2_3_muOR_6QZH_0915.pdb	4.5	6	ok	
res2_3_muOR_6QZH_0916.pdb	res2_3_muOR_6QZH_0916.pdb	4.5	6	ok	
res2_muOR_6QZH_0031.pdb	res2_muOR_6QZH_0031.pdb	4.5	7	ok	
res2_muOR_6QZH_0034.pdb	res2_muOR_6QZH_0034.pdb	4.5	5	ok	
res2_muOR_6QZH_0054.pdb	res2_muOR_6QZH_0054.pdb	4.5	7	ok	
res2_muOR_6QZH_0062.pdb	res2_muOR_6QZH_0062.pdb	4.5	6	ok	
res2_muOR_6QZH_0089.pdb	res2_muOR_6QZH_0089.pdb	4.5	7	ok	
res2_muOR_6QZH_0110.pdb	res2_muOR_6QZH_0110.pdb	4.5	6	ok	
res2_muOR_6QZH_0129.pdb	res2_muOR_6QZH_0129.pdb	4.5	6	ok	
res2_muOR_6QZH_0131.pdb	res2_muOR_6QZH_0131.pdb	4.5	5	ok	
res2_muOR_6QZH_0142.pdb	res2_muOR_6QZH_0142.pdb	4.5	6	ok	
res2_muOR_6QZH_0158.pdb	res2_muOR_6QZH_0158.pdb	4.5	7	ok	
res2_muOR_6QZH_0178.pdb	res2_muOR_6QZH_0178.pdb	4.5	6	ok	
res2_muOR_6QZH_0180.pdb	res2_muOR_6QZH_0180.pdb	4.5	5	ok	
res2_muOR_6QZH_0183.pdb	res2_muOR_6QZH_0183.pdb	4.5	5	ok	
res2_muOR_6QZH_0193.pdb	res2_muOR_6QZH_0193.pdb	4.5	5	ok	
res2_muOR_6QZH_0311.pdb	res2_muOR_6QZH_0311.pdb	4.5	5	ok	
res2_muOR_6QZH_0344.pdb	res2_muOR_6QZH_0344.pdb	4.5	5	ok	
res2_muOR_6QZH_0351.pdb	res2_muOR_6QZH_0351.pdb	4.5	6	ok	
res2_muOR_6QZH_0356.pdb	res2_muOR_6QZH_0356.pdb	4.5	6	ok	
res2_muOR_6QZH_0359.pdb	res2_muOR_6QZH_0359.pdb	4.5	6	ok	
res2_muOR_6QZH_0373.pdb	res2_muOR_6QZH_0373.pdb	4.5	7	ok	
res2_muOR_6QZH_0385.pdb	res2_muOR_6QZH_0385.pdb	4.5	5	ok	
res2_muOR_6QZH_0389.pdb	res2_muOR_6QZH_0389.pdb	4.5	5	ok	
res2_muOR_6QZH_0399.pdb	res2_muOR_6QZH_0399.pdb	4.5	6	ok	
res2_muOR_6QZH_0422.pdb	res2_muOR_6QZH_0422.pdb	4.5	6	ok	
res2_muOR_6QZH_0466.pdb	res2_muOR_6QZH_0466.pdb	4.5	5	ok	
res2_muOR_6QZH_0475.pdb	res2_muOR_6QZH_0475.pdb	4.5	5	ok	
res2_muOR_6QZH_0499.pdb	res2_muOR_6QZH_0499.pdb	4.5	6	ok	
res2_muOR_6QZH_0511.pdb	res2_muOR_6QZH_0511.pdb	4.5	5	ok	
res2_muOR_6QZH_0514.pdb	res2_muOR_6QZH_0514.pdb	4.5	6	ok	
res2_muOR_6QZH_0557.pdb	res2_muOR_6QZH_0557.pdb	4.5	6	ok	
res2_muOR_6QZH_0570.pdb	res2_muOR_6QZH_0570.pdb	4.5	5	ok	
res2_muOR_6QZH_0579.pdb	res2_muOR_6QZH_0579.pdb	4.5	5	ok	
res2_muOR_6QZH_0580.pdb	res2_muOR_6QZH_0580.pdb	4.5	6	ok	
top_muOR_6QZH_0313.pdb	top_muOR_6QZH_0313.pdb	4.5	7	ok	
Cluster_0_muOR_6QZH_0003.pdb	Cluster_0_muOR_6QZH_0003.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0003_2.pdb	Cluster_0_muOR_6QZH_0003_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0073.pdb	Cluster_0_muOR_6QZH_0073.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0155.pdb	Cluster_0_muOR_6QZH_0155.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0155_2.pdb	Cluster_0_muOR_6QZH_0155_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0235.pdb	Cluster_0_muOR_6QZH_0235.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0277.pdb	Cluster_0_muOR_6QZH_0277.pdb	4.0	4	ok	
Cluster_0_muOR_6QZH_0277_2.pdb	Cluster_0_muOR_6QZH_0277_2.pdb	4.0	4	ok	
Cluster_0_muOR_6QZH_0325.pdb	Cluster_0_muOR_6QZH_0325.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0325_2.pdb	Cluster_0_muOR_6QZH_0325_2.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0381.pdb	Cluster_0_muOR_6QZH_0381.pdb	4.0	4	ok	
Cluster_0_muOR_6QZH_0381_2.pdb	Cluster_0_muOR_6QZH_0381_2.pdb	4.0	4	ok	
Cluster_0_muOR_6QZH_0407.pdb	Cluster_0_muOR_6QZH_0407.pdb	4.0	7	ok	
Cluster_0_muOR_6QZH_0407_2.pdb	Cluster_0_muOR_6QZH_0407_2.pdb	4.0	7	ok	
Cluster_0_muOR_6QZH_0453.pdb	Cluster_0_muOR_6QZH_0453.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0453_2.pdb	Cluster_0_muOR_6QZH_0453_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0483.pdb	Cluster_0_muOR_6QZH_0483.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0490.pdb	Cluster_0_muOR_6QZH_0490.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0490_2.pdb	Cluster_0_muOR_6QZH_0490_2.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0532.pdb	Cluster_0_muOR_6QZH_0532.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0532_2.pdb	Cluster_0_muOR_6QZH_0532_2.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0563.pdb	Cluster_0_muOR_6QZH_0563.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0563_2.pdb	Cluster_0_muOR_6QZH_0563_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0582.pdb	Cluster_0_muOR_6QZH_0582.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0582_2.pdb	Cluster_0_muOR_6QZH_0582_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0609.pdb	Cluster_0_muOR_6QZH_0609.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0609_2.pdb	Cluster_0_muOR_6QZH_0609_2.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0705.pdb	Cluster_0_muOR_6QZH_0705.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0738.pdb	Cluster_0_muOR_6QZH_0738.pdb	4.0	5	ok	
Cluster_0_muOR_6QZH_0862.pdb	Cluster_0_muOR_6QZH_0862.pdb	4.0	6	ok	
Cluster_0_muOR_6QZH_0895.pdb	Cluster_0_muOR_6QZH_0895.pdb	4.0	6	ok	
Cluster_1_muOR_6QZH_0003.pdb	Cluster_1_muOR_6QZH_0003.pdb	4.0	5	ok	
Cluster_1_muOR_6QZH_0073.pdb	Cluster_1_muOR_6QZH_0073.pdb	4.0	5	ok	
Cluster_1_muOR_6QZH_0211.pdb	Cluster_1_muOR_6QZH_0211.pdb	4.0	6	ok	
Cluster_1_muOR_6QZH_0246.pdb	Cluster_1_muOR_6QZH_0246.pdb	4.0	6	ok	
Cluster_1_muOR_6QZH_0280.pdb	Cluster_1_muOR_6QZH_0280.pdb	4.0	5	ok	
Cluster_1_muOR_6QZH_0325.pdb	Cluster_1_muOR_6QZH_0325.pdb	4.0	6	ok	
Cluster_1_muOR_6QZH_0375.pdb	Cluster_1_muOR_6QZH_0375.pdb	4.0	5	ok	
Cluster_1_muOR_6QZH_0381.pdb	Cluster_1_muOR_6QZH_0381.pdb	4.0	4	ok	
Cluster_1_muOR_6QZH_0453.pdb	Cluster_1_muOR_6QZH_0453.pdb	4.0	5	ok	
Cluster_1_muOR_6QZH_0623.pdb	Cluster_1_muOR_6QZH_0623.pdb	4.0	7	ok	
Cluster_2_muOR_6QZH_0043.pdb	Cluster_2_muOR_6QZH_0043.pdb	4.0	7	ok	
Cluster_2_muOR_6QZH_0043_2.pdb	Cluster_2_muOR_6QZH_0043_2.pdb	4.0	7	ok	
Cluster_2_muOR_6QZH_0119.pdb	Cluster_2_muOR_6QZH_0119.pdb	4.0	5	ok	
Cluster_2_muOR_6QZH_0119_2.pdb	Cluster_2_muOR_6QZH_0119_2.pdb	4.0	5	ok	
Cluster_2_muOR_6QZH_0188.pdb	Cluster_2_muOR_6QZH_0188.pdb	4.0	5	ok	
Cluster_2_muOR_6QZH_0469.pdb	Cluster_2_muOR_6QZH_0469.pdb	4.0	5	ok	
Cluster_2_muOR_6QZH_0469_2.pdb	Cluster_2_muOR_6QZH_0469_2.pdb	4.0	5	ok	
Cluster_2_muOR_6QZH_0811.pdb	Cluster_2_muOR_6QZH_0811.pdb	4.0	4	ok	
Cluster_3_muOR_6QZH_0043.pdb	Cluster_3_muOR_6QZH_0043.pdb	4.0	7	ok	
Cluster_3_muOR_6QZH_0119.pdb	Cluster_3_muOR_6QZH_0119.pdb	4.0	5	ok	
Cluster_3_muOR_6QZH_0188.pdb	Cluster_3_muOR_6QZH_0188.pdb	4.0	5	ok	
Cluster_3_muOR_6QZH_0205.pdb	Cluster_3_muOR_6QZH_0205.pdb	4.0	6	ok	
Cluster_3_muOR_6QZH_0246.pdb	Cluster_3_muOR_6QZH_0246.pdb	4.0	6	ok	
Cluster_3_muOR_6QZH_0253.pdb	Cluster_3_muOR_6QZH_0253.pdb	4.0	6	ok	
Cluster_3_muOR_6QZH_0314.pdb	Cluster_3_muOR_6QZH_0314.pdb	4.0	6	ok	
Cluster_3_muOR_6QZH_0469.pdb	Cluster_3_muOR_6QZH_0469.pdb	4.0	5	ok	
Cluster_3_muOR_6QZH_0483.pdb	Cluster_3_muOR_6QZH_0483.pdb	4.0	5	ok	
Cluster_4_muOR_6QZH_0006.pdb	Cluster_4_muOR_6QZH_0006.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0006_2.pdb	Cluster_4_muOR_6QZH_0006_2.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0035.pdb	Cluster_4_muOR_6QZH_0035.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0092.pdb	Cluster_4_muOR_6QZH_0092.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0205.pdb	Cluster_4_muOR_6QZH_0205.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0253.pdb	Cluster_4_muOR_6QZH_0253.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0314.pdb	Cluster_4_muOR_6QZH_0314.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0315.pdb	Cluster_4_muOR_6QZH_0315.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0340.pdb	Cluster_4_muOR_6QZH_0340.pdb	4.0	7	ok	
Cluster_4_muOR_6QZH_0375.pdb	Cluster_4_muOR_6QZH_0375.pdb	4.0	5	ok	
Cluster_4_muOR_6QZH_0483.pdb	Cluster_4_muOR_6QZH_0483.pdb	4.0	5	ok	
Cluster_4_muOR_6QZH_0506.pdb	Cluster_4_muOR_6QZH_0506.pdb	4.0	6	ok	
Cluster_4_muOR_6QZH_0681.pdb	Cluster_4_muOR_6QZH_0681.pdb	4.0	5	ok	
Cluster_5_muOR_6QZH_0006.pdb	Cluster_5_muOR_6QZH_0006.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0035.pdb	Cluster_5_muOR_6QZH_0035.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0092.pdb	Cluster_5_muOR_6QZH_0092.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0211.pdb	Cluster_5_muOR_6QZH_0211.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0315.pdb	Cluster_5_muOR_6QZH_0315.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0340.pdb	Cluster_5_muOR_6QZH_0340.pdb	4.0	7	ok	
Cluster_5_muOR_6QZH_0506.pdb	Cluster_5_muOR_6QZH_0506.pdb	4.0	6	ok	
Cluster_5_muOR_6QZH_0732.pdb	Cluster_5_muOR_6QZH_0732.pdb	4.0	6	ok	
Cluster_6_muOR_6QZH_0073.pdb	Cluster_6_muOR_6QZH_0073.pdb	4.0	5	ok	
Cluster_6_muOR_6QZH_0280.pdb	Cluster_6_muOR_6QZH_0280.pdb	4.0	5	ok	
Cluster_6_muOR_6QZH_0682.pdb	Cluster_6_muOR_6QZH_0682.pdb	4.0	6	ok	
cluster_represent_muOR_6QZH_0469.pdb	cluster_represent_muOR_6QZH_0469.pdb	4.0	5	ok	
new_backbone_good_muOR_6QZH_0469.pdb	new_backbone_good_muOR_6QZH_0469.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0035.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0035.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0046.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0046.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0071.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0071.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0092.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0092.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0124.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0124.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0155.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0155.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0163.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0163.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0181.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0181.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0188.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0188.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0196.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0196.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0205.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0205.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0211.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0211.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0235.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0235.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0239.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0239.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0245.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0245.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0246.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0246.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0253.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0253.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0277.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0277.pdb	4.0	4	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0280.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0280.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0290.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0290.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0307.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0307.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0314.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0314.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0315.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0315.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0320.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0320.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0340.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0340.pdb	4.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0343.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0343.pdb	4.0	8	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0360.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0360.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0375.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0375.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0407.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0407.pdb	4.0	7	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0427.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0427.pdb	4.0	5	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0463.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0463.pdb	4.0	6	ok	
non_preferred_rotamer_muOR_6QZH_binder_renum_0490.pdb	non_preferred_rotamer_muOR_6QZH_binder_renum_0490.pdb	4.0	6	ok	
